id	type_name	layers	bbox	objects	actual_spacing	required_spacing	required_width	brief_info	verbose_info	status
0	Diff net spacing	M1	{1019.4470 31.7760} {1019.5210 31.9360}	n129732,VSS						error
1	Diff net spacing	M2	{1019.4940 31.7450} {1019.6380 31.8150}	n129732,VSS						error
2	Short	M1	{301.5050 51.8700} {301.6550 51.9950}	ZBUF_1014_125						error
3	Diff net spacing	M1	{779.4390 51.5360} {779.5130 51.6960}	ZBUF_805_3006,VSS						error
4	Diff net spacing	M2	{779.4940 51.6570} {779.6300 51.7270}	ZBUF_805_3006,VSS						error
5	Short	M1	{541.5130 81.9660} {541.6630 82.0910}	ZBUF_619_2995						error
6	Short	M1	{301.5050 91.9730} {301.6550 92.1230}	ZBUF_878_1618						error
7	Short	M1	{300.2130 105.5090} {300.3630 105.6590}	ZBUF_928_3298,VSS						error
8	Short	M1	{300.3650 111.8800} {300.5150 112.0400}	ZBUF_928_3298,VSS						error
9	Short	M1	{541.5130 115.4060} {541.6630 115.5310}	ZBUF_528_3124						error
10	Diff net spacing	M1	{259.4470 118.7200} {259.5210 118.8800}	ZBUF_977_2400,VSS						error
11	Diff net spacing	M2	{259.4940 118.6890} {259.6380 118.7590}	ZBUF_977_2400,VSS						error
12	Short	M1	{301.5050 125.1090} {301.6550 125.2340}	ZBUF_929_1986						error
13	Short	M1	{781.5210 138.8140} {781.6710 138.9390}	ZBUF_800_3521						error
14	Short	M1	{780.2290 148.9810} {780.3790 149.1310}	ZBUF_252_3520,VSS						error
15	Diff net spacing	M1	{1019.4470 148.5120} {1019.5210 148.6720}	ZBUF_786_1064,VSS						error
16	Diff net spacing	M2	{1019.4940 148.6330} {1019.6380 148.7030}	ZBUF_786_1064,VSS						error
17	Diff net spacing	M1	{779.4390 178.6080} {779.5130 178.7680}	ZBUF_698_3203,VSS						error
18	Diff net spacing	M2	{779.4940 178.7290} {779.6300 178.7990}	ZBUF_698_3203,VSS						error
19	Short	M1	{1061.5050 192.3180} {1061.6550 192.4430}	ZBUF_1087_158						error
20	Diff net spacing	M1	{499.4550 205.3600} {499.5290 205.5200}	n130143,VSS						error
21	Diff net spacing	M2	{499.4940 205.4810} {499.6460 205.5510}	n130143,VSS						error
22	Diff net spacing	M1	{779.4390 229.0720} {779.5130 229.2320}	ZBUF_834_3006,VSS						error
23	Diff net spacing	M2	{779.4940 229.0410} {779.6300 229.1110}	ZBUF_834_3006,VSS						error
24	Diff net spacing	M1	{499.4550 245.4880} {499.5290 245.6480}	ZBUF_612_2812,VSS						error
25	Diff net spacing	M2	{499.4940 245.6090} {499.6460 245.6790}	ZBUF_612_2812,VSS						error
26	Short	M1	{301.5050 255.5250} {301.6550 255.6500}	ZBUF_742_1043						error
27	Diff net spacing	M1	{779.4390 252.4800} {779.5130 252.6400}	ZBUF_791_2401,VSS						error
28	Diff net spacing	M2	{779.4940 252.4490} {779.6300 252.5190}	ZBUF_791_2401,VSS						error
29	Short	M1	{301.5050 265.5570} {301.6550 265.6820}	ZBUF_699_127						error
30	Diff net spacing	M1	{779.4390 265.5520} {779.5130 265.7120}	n130480,VSS						error
31	Diff net spacing	M2	{779.4940 265.6730} {779.6300 265.7430}	n130480,VSS						error
32	Short	M1	{1061.5050 272.5740} {1061.6550 272.6990}	ZBUF_622_3251						error
33	Diff net spacing	M1	{499.4550 279.2320} {499.5290 279.3920}	ZBUF_587_3192,VSS						error
34	Diff net spacing	M2	{499.4940 279.2010} {499.6460 279.2710}	ZBUF_587_3192,VSS						error
35	Diff net spacing	M1	{259.4470 339.4240} {259.5210 339.5840}	ZBUF_890_2384,VSS						error
36	Diff net spacing	M2	{259.4940 339.3930} {259.6380 339.4630}	ZBUF_890_2384,VSS						error
37	Diff net spacing	M1	{259.4470 342.4640} {259.5210 342.6240}	ZBUF_611_3246,VSS						error
38	Diff net spacing	M2	{259.4940 342.5850} {259.6380 342.6550}	ZBUF_611_3246,VSS						error
39	Short	M1	{781.5210 372.8940} {781.6710 373.0190}	ZBUF_827_2401						error
40	Diff net spacing	M1	{1019.4470 375.9040} {1019.5210 376.0640}	ZBUF_865_1713,VSS						error
41	Diff net spacing	M2	{1019.4940 376.0250} {1019.6380 376.0950}	ZBUF_865_1713,VSS						error
42	Diff net spacing	M1	{1019.4470 392.9280} {1019.5210 393.0880}	ZBUF_865_1713,VSS						error
43	Diff net spacing	M2	{1019.4940 392.8970} {1019.6380 392.9670}	ZBUF_865_1713,VSS						error
44	Short	M1	{781.5210 412.6930} {781.6710 412.8180}	ZBUF_755_1643						error
45	Short	M1	{781.5210 439.4450} {781.6710 439.5700}	ZBUF_667_3521						error
46	Short	M1	{781.5210 469.5410} {781.6710 469.6660}	ZBUF_772_286						error
47	Diff net spacing	M1	{779.4390 469.8400} {779.5130 470.0000}	ZBUF_797_3017,VSS						error
48	Diff net spacing	M2	{779.4940 469.8090} {779.6300 469.8790}	ZBUF_797_3017,VSS						error
49	Off-grid	VIA1	{884.5240 470.2750} {884.5740 470.4770}	n93096						error
50	Short	M1	{1061.5050 466.1970} {1061.6550 466.3220}	ZBUF_836_2150						error
51	Short	M1	{541.5130 506.6540} {541.6630 506.7790}	ZBUF_498_1949						error
52	Off-grid	M1	{549.0570 507.4340} {549.1670 507.4940}	n86807						error
53	Off-grid	M1	{549.6650 507.2820} {549.7750 507.3420}	n131259						error
54	Needs fat contact	M1,M2	{93.0820 515.7690} {93.1420 515.8790}	n76744						error
55	Diff net spacing	M1	{560.5840 519.3420} {560.7440 519.4250}	n131576						error
56	Diff net spacing	M1	{81.7840 527.1190} {81.9440 527.2020}	n76559						error
57	Diff net spacing	M1	{80.5680 527.1190} {80.7280 527.2020}	n76581						error
58	Short	M1	{541.5130 523.0450} {541.6630 523.1700}	ZBUF_498_1949						error
59	Diff net spacing	M1	{43.0240 532.7180} {43.1840 532.8010}	n59463						error
60	Needs fat contact	M1,M2	{137.6180 532.4890} {137.6780 532.5990}	n48638						error
61	Off-grid	M2	{196.6940 539.2780} {196.8040 539.4900}	n82931						error
62	Off-grid	VIA1	{196.7240 539.2830} {196.7740 539.4850}	n82931						error
63	Diff net spacing	M1	{216.0000 532.7180} {216.1600 532.8010}	n83288						error
64	Off-grid	M1	{498.7450 534.0340} {498.8550 534.0940}	n68514						error
65	Needs fat contact	M1,M2	{93.9940 552.5530} {94.0540 552.6630}	n76162						error
66	Needs fat contact	M1,M2	{132.6020 549.2090} {132.6620 549.3190}	n48887						error
67	Needs fat contact	M1,M2	{133.0580 550.7290} {133.1180 550.8390}	n48975						error
68	Diff net spacing	M1	{139.3670 553.1360} {139.4350 553.2960}	n48655,VSS						error
69	Diff net spacing	M1	{223.7520 550.5270} {223.9120 550.6100}	n82932						error
70	Needs fat contact	M1,M2	{87.6100 559.2410} {87.6700 559.3510}	n138000						error
71	Needs fat contact	M1,M2	{114.9700 567.4490} {115.0300 567.5590}	n49119						error
72	Off-grid	M1	{406.1770 564.1300} {406.2870 564.1900}	n84305						error
73	Short	M1	{780.2290 556.3250} {780.3790 556.4750}	n130068,VSS						error
74	Needs fat contact	M1,M2	{170.6020 575.9610} {170.6620 576.0710}	n82565						error
75	Diff net spacing	M1	{190.0080 569.5020} {190.1680 569.5850}	ZBUF_1554_152						error
76	Diff net spacing	M1	{199.2800 573.9350} {199.4400 574.0180}	n132783						error
77	Diff net spacing	M1	{209.7680 573.9350} {209.9280 574.0180}	n83340						error
78	Diff net spacing	M1	{212.3520 572.8460} {212.5120 572.9290}	n83340						error
79	Diff net spacing	M1	{215.2400 573.9350} {215.4000 574.0180}	ZBUF_363_1973						error
80	Diff net spacing	M1	{219.1920 576.1900} {219.3520 576.2730}	n83049						error
81	Diff net spacing	M1	{216.3040 576.1900} {216.4640 576.2730}	n83340						error
82	Diff net spacing	M1	{216.0000 577.2790} {216.1600 577.3620}	ZBUF_363_1973						error
83	Diff net spacing	M1	{217.2160 577.2790} {217.3760 577.3620}	ZBUF_363_1973						error
84	Off-grid	M2	{248.5760 573.9090} {248.6360 574.1710}	n82275						error
85	Off-grid	VIA1	{248.5810 573.9390} {248.6310 574.1410}	n82275						error
86	Needs fat contact	M1,M2	{258.9140 572.6170} {258.9740 572.7270}	n82234						error
87	Off-grid	M2	{254.3020 573.9340} {254.4120 574.1460}	n83460						error
88	Off-grid	VIA1	{254.3320 573.9390} {254.3820 574.1410}	n83460						error
89	Diff net spacing	M1	{288.2000 572.8460} {288.3600 572.9290}	ZBUF_66_1597						error
90	Diff net spacing	M1	{284.7040 576.1900} {284.8640 576.2730}	ZBUF_87_1967						error
91	Off-grid	M2	{297.3680 580.5970} {297.4280 580.8590}	n45967						error
92	Off-grid	VIA1	{297.3730 580.6270} {297.4230 580.8290}	n45967						error
93	Diff net spacing	M1	{293.5200 576.1900} {293.6800 576.2730}	n131444						error
94	Diff net spacing	M1	{309.1760 580.6230} {309.3360 580.7060}	n46329						error
95	Off-grid	M1	{512.7290 570.8180} {512.8390 570.8780}	n68970						error
96	Off-grid	M2	{83.7580 590.6540} {83.8680 590.8660}	n76170						error
97	Off-grid	VIA1	{83.7880 590.6590} {83.8380 590.8610}	n76170						error
98	Diff net spacing	M1	{113.0960 587.3110} {113.2560 587.3940}	ZBUF_2849_95						error
99	Diff net spacing	M1	{127.8400 590.6550} {128.0000 590.7380}	ZBUF_124_1972						error
100	Diff net spacing	M1	{121.0000 590.6550} {121.1600 590.7380}	ZBUF_487_2809						error
101	Diff net spacing	M1	{214.9360 582.8780} {215.0960 582.9610}	n132623						error
102	Diff net spacing	M1	{218.7360 586.2220} {218.8960 586.3050}	n83615						error
103	Diff net spacing	M1	{219.1920 582.8780} {219.3520 582.9610}	n132722						error
104	Diff net spacing	M1	{239.2560 582.8780} {239.4160 582.9610}	n87084						error
105	Needs fat contact	M1,M2	{279.1300 580.8250} {279.1900 580.9350}	n54491						error
106	Off-grid	M1	{560.6090 584.1940} {560.7190 584.2540}	n84371						error
107	Diff net spacing	M1	{21.2880 604.0310} {21.4480 604.1140}	n24267						error
108	Diff net spacing	M1	{27.0640 600.6870} {27.2240 600.7700}	n24192						error
109	Off-grid	M2	{83.0480 602.7890} {83.1080 603.0510}	n76133						error
110	Off-grid	VIA1	{83.0530 602.8190} {83.1030 603.0210}	n76133						error
111	Diff net spacing	M1	{90.7520 592.9100} {90.9120 592.9930}	ZBUF_6090_3588						error
112	Diff net spacing	M1	{104.2800 599.5980} {104.4400 599.6810}	n132716						error
113	Diff net spacing	M1	{103.2160 592.9100} {103.3760 592.9930}	ZBUF_487_2809						error
114	Diff net spacing	M1	{246.0960 596.2540} {246.2560 596.3370}	n87028						error
115	Needs fat contact	M1,M2	{265.9060 604.2330} {265.9660 604.3430}	ZBUF_1664_2373						error
116	Needs fat contact	M1,M2	{273.8100 604.2330} {273.8700 604.3430}	n60730						error
117	Diff net spacing	M1	{297.1680 597.3430} {297.3280 597.4260}	n132909						error
118	Diff net spacing	M1	{311.3040 596.2540} {311.4640 596.3370}	n45993						error
119	Off-grid	M2	{304.0060 597.3420} {304.1160 597.5540}	n46122						error
120	Off-grid	VIA1	{304.0360 597.3470} {304.0860 597.5490}	n46122						error
121	Off-grid	M1	{481.2650 602.8900} {481.3750 602.9500}	n62517						error
122	Off-grid	M1	{481.4170 602.7380} {481.5270 602.7980}	n62518						error
123	Off-grid	M1	{482.1770 595.8980} {482.2870 595.9580}	n62522						error
124	Off-grid	M2	{20.5260 616.1900} {20.6360 616.4020}	n24217						error
125	Off-grid	VIA1	{20.5560 616.1950} {20.6060 616.3970}	n24217						error
126	Off-grid	M2	{70.6860 612.8460} {70.7960 613.0580}	n52407						error
127	Off-grid	VIA1	{70.7160 612.8510} {70.7660 613.0530}	n52407						error
128	Diff net spacing	M1	{82.6960 609.6300} {82.8560 609.7130}	ZBUF_346_116						error
129	Needs fat contact	M1,M2	{143.8500 607.5770} {143.9100 607.6870}	n40120						error
130	Diff net spacing	M1	{167.6640 607.3750} {167.8240 607.4580}	n87411						error
131	Needs fat contact	M1,M2	{263.0180 609.4010} {263.0780 609.5110}	ZBUF_114_2371						error
132	Diff net spacing	M1	{303.0960 616.3180} {303.2560 616.4010}	n45991						error
133	Diff net spacing	M1	{301.2720 614.0630} {301.4320 614.1460}	ZBUF_204_3536						error
134	Diff net spacing	M1	{315.2560 606.2860} {315.4160 606.3690}	n46152						error
135	Diff net spacing	M1	{363.8960 607.3750} {364.0560 607.4580}	n68018						error
136	Off-grid	M1	{420.4650 606.2340} {420.5750 606.2940}	n60022						error
137	Diff net spacing	M3	{479.7070 608.3960} {480.2930 608.5470}	n62493,VDD						error
138	Off-grid	M1	{474.7590 605.7830} {474.9480 605.9160}	n62518						error
139	Off-grid	M1	{513.7930 606.0820} {513.9030 606.1420}	n62044						error
140	Needs fat contact	M1,M2	{541.0260 609.4010} {541.0860 609.5110}	n131574						error
141	Off-grid	M1	{569.4250 612.6180} {569.5350 612.6780}	gen_mac_lanes[13].u_lane/u_mac/product_r[28]						error
142	Off-grid	M1	{569.5770 612.7700} {569.6870 612.8300}	n60530						error
143	Needs fat contact	M1,M2	{51.2820 626.1210} {51.3420 626.2310}	ZBUF_1297_1961						error
144	Off-grid	M2	{73.8780 626.2220} {73.9880 626.4340}	n52337						error
145	Off-grid	VIA1	{73.9080 626.2270} {73.9580 626.4290}	n52337						error
146	Off-grid	M2	{81.3260 627.4380} {81.4360 627.6500}	n52344						error
147	Off-grid	VIA1	{81.3560 627.4430} {81.4060 627.6450}	n52344						error
148	Needs fat contact	M1,M2	{118.7700 622.7770} {118.8300 622.8870}	n39973						error
149	Diff net spacing	M1	{221.7760 626.3500} {221.9360 626.4330}	n131478						error
150	Diff net spacing	M1	{313.7360 623.0060} {313.8960 623.0890}	n55381						error
151	Needs fat contact	M1,M2	{355.2820 620.9530} {355.3420 621.0630}	n132824						error
152	Needs fat contact	M1,M2	{353.3060 626.1210} {353.3660 626.2310}	n132830						error
153	Diff net spacing	M1	{370.1280 620.7510} {370.2880 620.8340}	n67928						error
154	Short	M1	{1061.5050 623.3650} {1061.6550 623.4900}	ZBUF_690_3251						error
155	Needs fat contact	M1,M2	{61.6180 629.4650} {61.6780 629.5750}	ZBUF_308_3290						error
156	Needs fat contact	M1,M2	{75.4500 636.1530} {75.5100 636.2630}	ZBUF_864_2371						error
157	Needs fat contact	M1,M2	{106.0020 630.9850} {106.0620 631.0950}	ZBUF_1169_1966						error
158	Needs fat contact	M1,M2	{107.9780 632.8090} {108.0380 632.9190}	ZBUF_168_99						error
159	Needs fat contact	M1,M2	{111.6260 634.3290} {111.6860 634.4390}	ZBUF_1468_1593						error
160	Less than minimum area	M2	{111.6260 634.3290} {111.6860 634.4390}	ZBUF_1468_1593						error
161	Diff net spacing	M1	{121.3040 637.4710} {121.4640 637.5540}	n40277						error
162	Diff net spacing	M1	{122.8240 640.8150} {122.9840 640.8980}	n132668						error
163	Off-grid	M2	{163.7100 637.4700} {163.8200 637.6820}	n85333						error
164	Off-grid	VIA1	{163.7400 637.4750} {163.7900 637.6770}	n85333						error
165	Diff net spacing	M1	{176.9360 637.4710} {177.0960 637.5540}	n85237						error
166	Diff net spacing	M1	{172.8320 633.0380} {172.9920 633.1210}	ZBUF_867_1029						error
167	Needs fat contact	M1,M2	{242.6500 629.4650} {242.7100 629.5750}	n87001						error
168	Needs fat contact	M1,M2	{244.4740 630.9850} {244.5340 631.0950}	n132824						error
169	Needs fat contact	M1,M2	{256.0260 629.4650} {256.0860 629.5750}	n132830						error
170	Needs fat contact	M1,M2	{254.8100 632.8090} {254.8700 632.9190}	n132934						error
171	Needs fat contact	M1,M2	{254.2020 630.9850} {254.2620 631.0950}	ZBUF_1664_2373						error
172	Diff net spacing	M1	{280.7520 640.8150} {280.9120 640.8980}	n134008						error
173	Needs fat contact	M1,M2	{299.3460 629.4650} {299.4060 629.5750}	n135555						error
174	Diff net spacing	M1	{319.2080 636.3820} {319.3680 636.4650}	n61843						error
175	Needs fat contact	M1,M2	{350.4180 629.4650} {350.4780 629.5750}	n132830						error
176	Needs fat contact	M1,M2	{353.6100 634.3290} {353.6700 634.4390}	ZBUF_9192_102						error
177	Needs fat contact	M1,M2	{359.2340 632.8090} {359.2940 632.9190}	ZBUF_167_1020						error
178	Needs fat contact	M1,M2	{351.7860 632.8090} {351.8460 632.9190}	ZBUF_209_2800						error
179	Diff net spacing	M1	{57.0080 643.0700} {57.1680 643.1530}	ZBUF_773_96						error
180	Diff net spacing	M1	{62.6320 644.1590} {62.7920 644.2420}	n52317						error
181	Needs fat contact	M1,M2	{99.3140 642.8410} {99.3740 642.9510}	ZBUF_6046_1593						error
182	Needs fat contact	M1,M2	{112.0820 647.7050} {112.1420 647.8150}	ZBUF_562_1597						error
183	Needs fat contact	M1,M2	{164.9780 649.5290} {165.0380 649.6390}	n85161						error
184	Off-grid	VIA1	{204.0200 650.8510} {204.0700 651.0530}	n85143						error
185	Off-grid	M2	{203.9900 650.8460} {204.1000 651.0580}	n85143						error
186	Off-grid	VIA1	{269.5320 647.5070} {269.5820 647.7090}	n84988						error
187	Off-grid	M2	{269.5020 647.5020} {269.6120 647.7140}	n84988						error
188	Diff net spacing	M1	{269.6560 650.8470} {269.8160 650.9300}	n85698						error
189	Needs fat contact	M1,M2	{287.7940 649.5290} {287.8540 649.6390}	n132749						error
190	Needs fat contact	M1,M2	{286.5780 649.5290} {286.6380 649.6390}	ZBUF_5064_3189						error
191	Needs fat contact	M1,M2	{289.1620 642.8410} {289.2220 642.9510}	ZBUF_63_2987						error
192	Diff net spacing	M1	{309.1760 644.1590} {309.3360 644.2420}	n132716						error
193	Diff net spacing	M1	{300.9680 650.8470} {301.1280 650.9300}	ZBUF_5320_3189						error
194	Diff net spacing	M1	{356.1440 643.0700} {356.3040 643.1530}	n131416						error
195	Diff net spacing	M1	{358.5760 653.1020} {358.7360 653.1850}	ZBUF_23_1615						error
196	Off-grid	M1	{426.3930 647.7300} {426.5030 647.7900}	n76998						error
197	Off-grid	M1	{501.9370 642.8660} {502.0470 642.9260}	n57905						error
198	Diff net spacing	M1	{536.7200 650.8470} {536.8800 650.9300}	n125064						error
199	Diff net spacing	M1	{550.8560 647.5030} {551.0160 647.5860}	n125147						error
200	Needs fat contact	M1,M2	{172.1220 656.2170} {172.1820 656.3270}	n85108						error
201	Needs fat contact	M1,M2	{198.5700 661.0810} {198.6300 661.1910}	n84750						error
202	Diff net spacing	M1	{222.3840 664.2230} {222.5440 664.3060}	n135455						error
203	Diff net spacing	M1	{219.1920 660.8790} {219.3520 660.9620}	n138309						error
204	Diff net spacing	M1	{219.1920 664.2230} {219.3520 664.3060}	ZBUF_562_1597						error
205	Diff net spacing	M1	{222.0800 660.8790} {222.2400 660.9620}	ZBUF_5_2802						error
206	Diff net spacing	M1	{244.8800 654.1910} {245.0400 654.2740}	n85040						error
207	Needs fat contact	M1,M2	{263.9300 664.4250} {263.9900 664.5350}	n85063						error
208	Needs fat contact	M1,M2	{276.8500 661.0810} {276.9100 661.1910}	n131442						error
209	Diff net spacing	M1	{298.5360 659.7900} {298.6960 659.8730}	n132696						error
210	Diff net spacing	M1	{300.6640 659.7900} {300.8240 659.8730}	n132851						error
211	Diff net spacing	M1	{296.8640 654.1910} {297.0240 654.2740}	ZBUF_1387_3288						error
212	Diff net spacing	M1	{297.3200 659.7900} {297.4800 659.8730}	ZBUF_1387_3288						error
213	Diff net spacing	M1	{297.7760 657.5350} {297.9360 657.6180}	ZBUF_701_3329						error
214	Diff net spacing	M1	{301.7280 656.4460} {301.8880 656.5290}	n132851						error
215	Diff net spacing	M1	{303.8560 660.8790} {304.0160 660.9620}	ZBUF_5320_3189						error
216	Diff net spacing	M1	{354.1680 654.1910} {354.3280 654.2740}	ZBUF_201_1593						error
217	Diff net spacing	M1	{367.6960 656.4460} {367.8560 656.5290}	n22795						error
218	Diff net spacing	M1	{373.6240 660.8790} {373.7840 660.9620}	n22818						error
219	Needs fat contact	M1,M2	{551.3620 664.4250} {551.4220 664.5350}	n125109						error
220	Off-grid	M1	{584.3210 660.9540} {584.4310 661.0140}	n77737						error
221	Off-grid	M1	{583.4090 661.2580} {583.5190 661.3180}	n77738						error
222	Off-grid	M1	{583.4390 661.2680} {583.6150 661.3180}	n77738						error
223	Off-grid	M1	{583.8650 661.1060} {583.9750 661.1660}	n131211						error
224	Needs fat contact	M1,M2	{45.0500 667.7690} {45.1100 667.8790}	n56826						error
225	Needs fat contact	M1,M2	{55.0820 677.8010} {55.1420 677.9110}	n132623						error
226	Diff net spacing	M1	{65.5200 666.4780} {65.6800 666.5610}	n132922						error
227	Diff net spacing	M1	{64.3040 666.4780} {64.4640 666.5610}	ZBUF_2903_3244						error
228	Diff net spacing	M1	{66.8880 667.5670} {67.0480 667.6500}	n132862						error
229	Diff net spacing	M1	{66.8880 676.5100} {67.0480 676.5930}	ZBUF_134_1588						error
230	Diff net spacing	M1	{67.8000 674.2550} {67.9600 674.3380}	ZBUF_308_3290						error
231	Diff net spacing	M1	{114.7680 667.5670} {114.9280 667.6500}	n131410						error
232	Needs fat contact	M1,M2	{166.9540 674.4570} {167.0140 674.5670}	n85294						error
233	Needs fat contact	M1,M2	{157.6820 677.8010} {157.7420 677.9110}	ZBUF_919_2987						error
234	Diff net spacing	M1	{211.8960 673.1660} {212.0560 673.2490}	ZBUF_69_1023						error
235	Diff net spacing	M1	{224.6640 674.2550} {224.8240 674.3380}	ZBUF_98_1602						error
236	Diff net spacing	M1	{282.7280 673.1660} {282.8880 673.2490}	ZBUF_919_2987						error
237	Diff net spacing	M1	{303.7040 667.5670} {303.8640 667.6500}	ZBUF_860_2987						error
238	Needs fat contact	M1,M2	{341.1460 677.8010} {341.2060 677.9110}	n80409						error
239	Off-grid	M2	{358.7760 673.0130} {358.8360 673.2750}	n23005						error
240	Off-grid	VIA1	{358.7810 673.0430} {358.8310 673.2450}	n23005						error
