net	shape	bbox	x1	y1	x2	y2	width	height	direction	same_net_vias	cells
VSS	PATH_11_569	{20.0000 971.3380} {1189.3360 971.3980}	20.0000	971.3380	1189.3360	971.3980	1169.336	0.0600000000001	horizontal	29	603
VSS	PATH_11_567	{20.0000 967.9940} {1189.3360 968.0540}	20.0000	967.9940	1189.3360	968.0540	1169.336	0.0599999999999	horizontal	29	593
VSS	PATH_11_565	{20.0000 964.6500} {1189.3360 964.7100}	20.0000	964.6500	1189.3360	964.7100	1169.336	0.0600000000001	horizontal	29	620
VSS	PATH_11_563	{20.0000 961.3060} {1189.3360 961.3660}	20.0000	961.3060	1189.3360	961.3660	1169.336	0.0599999999999	horizontal	29	615
VSS	PATH_11_561	{20.0000 957.9620} {1189.3360 958.0220}	20.0000	957.9620	1189.3360	958.0220	1169.336	0.0600000000001	horizontal	29	623
VSS	PATH_11_559	{20.0000 954.6180} {1189.3360 954.6780}	20.0000	954.6180	1189.3360	954.6780	1169.336	0.0599999999999	horizontal	29	593
VSS	PATH_11_557	{20.0000 951.2740} {1189.3360 951.3340}	20.0000	951.2740	1189.3360	951.3340	1169.336	0.0599999999999	horizontal	29	600
VSS	PATH_11_555	{20.0000 947.9300} {1189.3360 947.9900}	20.0000	947.9300	1189.3360	947.9900	1169.336	0.0600000000001	horizontal	174	613
VSS	PATH_11_553	{20.0000 944.5860} {1189.3360 944.6460}	20.0000	944.5860	1189.3360	944.6460	1169.336	0.0599999999999	horizontal	29	610
VSS	PATH_11_551	{20.0000 941.2420} {1189.3360 941.3020}	20.0000	941.2420	1189.3360	941.3020	1169.336	0.0600000000001	horizontal	29	594
VSS	PATH_11_549	{20.0000 937.8980} {1189.3360 937.9580}	20.0000	937.8980	1189.3360	937.9580	1169.336	0.0599999999999	horizontal	29	616
VSS	PATH_11_547	{20.0000 934.5540} {1189.3360 934.6140}	20.0000	934.5540	1189.3360	934.6140	1169.336	0.0600000000001	horizontal	29	608
VSS	PATH_11_545	{20.0000 931.2100} {1189.3360 931.2700}	20.0000	931.2100	1189.3360	931.2700	1169.336	0.0599999999999	horizontal	29	616
VSS	PATH_11_543	{20.0000 927.8660} {1189.3360 927.9260}	20.0000	927.8660	1189.3360	927.9260	1169.336	0.0600000000001	horizontal	29	615
VSS	PATH_11_541	{20.0000 924.5220} {1189.3360 924.5820}	20.0000	924.5220	1189.3360	924.5820	1169.336	0.0599999999999	horizontal	29	624
VSS	PATH_11_539	{20.0000 921.1780} {1189.3360 921.2380}	20.0000	921.1780	1189.3360	921.2380	1169.336	0.0600000000001	horizontal	29	599
VSS	PATH_11_537	{20.0000 917.8340} {1189.3360 917.8940}	20.0000	917.8340	1189.3360	917.8940	1169.336	0.0600000000001	horizontal	29	593
VSS	PATH_11_535	{20.0000 914.4900} {1189.3360 914.5500}	20.0000	914.4900	1189.3360	914.5500	1169.336	0.0599999999999	horizontal	29	591
VSS	PATH_11_533	{20.0000 911.1460} {1189.3360 911.2060}	20.0000	911.1460	1189.3360	911.2060	1169.336	0.0600000000001	horizontal	29	575
VSS	PATH_11_531	{20.0000 907.8020} {1189.3360 907.8620}	20.0000	907.8020	1189.3360	907.8620	1169.336	0.0599999999999	horizontal	174	570
VSS	PATH_11_529	{20.0000 904.4580} {1189.3360 904.5180}	20.0000	904.4580	1189.3360	904.5180	1169.336	0.0600000000001	horizontal	29	583
VSS	PATH_11_527	{20.0000 901.1140} {1189.3360 901.1740}	20.0000	901.1140	1189.3360	901.1740	1169.336	0.0599999999999	horizontal	29	605
VSS	PATH_11_525	{20.0000 897.7700} {1189.3360 897.8300}	20.0000	897.7700	1189.3360	897.8300	1169.336	0.0600000000001	horizontal	29	588
VSS	PATH_11_523	{20.0000 894.4260} {1189.3360 894.4860}	20.0000	894.4260	1189.3360	894.4860	1169.336	0.0599999999999	horizontal	29	572
VSS	PATH_11_521	{20.0000 891.0820} {1189.3360 891.1420}	20.0000	891.0820	1189.3360	891.1420	1169.336	0.0600000000001	horizontal	29	580
VSS	PATH_11_519	{20.0000 887.7380} {1189.3360 887.7980}	20.0000	887.7380	1189.3360	887.7980	1169.336	0.0599999999999	horizontal	29	604
VSS	PATH_11_517	{20.0000 884.3940} {1189.3360 884.4540}	20.0000	884.3940	1189.3360	884.4540	1169.336	0.0599999999999	horizontal	29	620
VSS	PATH_11_515	{20.0000 881.0500} {1189.3360 881.1100}	20.0000	881.0500	1189.3360	881.1100	1169.336	0.0600000000001	horizontal	29	611
VSS	PATH_11_513	{20.0000 877.7060} {1189.3360 877.7660}	20.0000	877.7060	1189.3360	877.7660	1169.336	0.0599999999999	horizontal	29	629
VSS	PATH_11_511	{20.0000 874.3620} {1189.3360 874.4220}	20.0000	874.3620	1189.3360	874.4220	1169.336	0.0600000000001	horizontal	29	620
VSS	PATH_11_509	{20.0000 871.0180} {1189.3360 871.0780}	20.0000	871.0180	1189.3360	871.0780	1169.336	0.0599999999999	horizontal	29	636
VSS	PATH_11_507	{20.0000 867.6740} {1189.3360 867.7340}	20.0000	867.6740	1189.3360	867.7340	1169.336	0.0600000000001	horizontal	174	593
VSS	PATH_11_505	{20.0000 864.3300} {1189.3360 864.3900}	20.0000	864.3300	1189.3360	864.3900	1169.336	0.0599999999999	horizontal	29	624
VSS	PATH_11_503	{20.0000 860.9860} {1189.3360 861.0460}	20.0000	860.9860	1189.3360	861.0460	1169.336	0.0600000000001	horizontal	29	625
VSS	PATH_11_501	{20.0000 857.6420} {1189.3360 857.7020}	20.0000	857.6420	1189.3360	857.7020	1169.336	0.0599999999999	horizontal	29	589
VSS	PATH_11_499	{20.0000 854.2980} {1189.3360 854.3580}	20.0000	854.2980	1189.3360	854.3580	1169.336	0.0599999999999	horizontal	29	613
VSS	PATH_11_497	{20.0000 850.9540} {1189.3360 851.0140}	20.0000	850.9540	1189.3360	851.0140	1169.336	0.0600000000001	horizontal	29	644
VSS	PATH_11_495	{20.0000 847.6100} {1189.3360 847.6700}	20.0000	847.6100	1189.3360	847.6700	1169.336	0.0599999999999	horizontal	29	636
VSS	PATH_11_493	{20.0000 844.2660} {1189.3360 844.3260}	20.0000	844.2660	1189.3360	844.3260	1169.336	0.0600000000001	horizontal	29	634
VSS	PATH_11_491	{20.0000 840.9220} {1189.3360 840.9820}	20.0000	840.9220	1189.3360	840.9820	1169.336	0.0599999999999	horizontal	29	634
VSS	PATH_11_489	{20.0000 837.5780} {1189.3360 837.6380}	20.0000	837.5780	1189.3360	837.6380	1169.336	0.0600000000001	horizontal	29	653
VSS	PATH_11_487	{20.0000 834.2340} {1189.3360 834.2940}	20.0000	834.2340	1189.3360	834.2940	1169.336	0.0599999999999	horizontal	29	639
VSS	PATH_11_485	{20.0000 830.8900} {1189.3360 830.9500}	20.0000	830.8900	1189.3360	830.9500	1169.336	0.0600000000001	horizontal	29	617
VSS	PATH_11_483	{20.0000 827.5460} {1189.3360 827.6060}	20.0000	827.5460	1189.3360	827.6060	1169.336	0.0599999999999	horizontal	174	601
VSS	PATH_11_481	{20.0000 824.2020} {1189.3360 824.2620}	20.0000	824.2020	1189.3360	824.2620	1169.336	0.0599999999999	horizontal	29	611
VSS	PATH_11_479	{20.0000 820.8580} {1189.3360 820.9180}	20.0000	820.8580	1189.3360	820.9180	1169.336	0.0600000000001	horizontal	29	611
VSS	PATH_11_477	{20.0000 817.5140} {1189.3360 817.5740}	20.0000	817.5140	1189.3360	817.5740	1169.336	0.0599999999999	horizontal	29	575
VSS	PATH_11_475	{20.0000 814.1700} {1189.3360 814.2300}	20.0000	814.1700	1189.3360	814.2300	1169.336	0.0600000000001	horizontal	29	595
VSS	PATH_11_473	{20.0000 810.8260} {1189.3360 810.8860}	20.0000	810.8260	1189.3360	810.8860	1169.336	0.0599999999999	horizontal	29	619
VSS	PATH_11_471	{20.0000 807.4820} {1189.3360 807.5420}	20.0000	807.4820	1189.3360	807.5420	1169.336	0.0600000000001	horizontal	29	573
VSS	PATH_11_469	{20.0000 804.1380} {1189.3360 804.1980}	20.0000	804.1380	1189.3360	804.1980	1169.336	0.0599999999999	horizontal	29	576
VSS	PATH_11_467	{20.0000 800.7940} {1189.3360 800.8540}	20.0000	800.7940	1189.3360	800.8540	1169.336	0.0600000000001	horizontal	29	600
VSS	PATH_11_465	{20.0000 797.4500} {1189.3360 797.5100}	20.0000	797.4500	1189.3360	797.5100	1169.336	0.0599999999999	horizontal	29	616
VSS	PATH_11_463	{20.0000 794.1060} {1189.3360 794.1660}	20.0000	794.1060	1189.3360	794.1660	1169.336	0.0600000000001	horizontal	29	644
VSS	PATH_11_461	{20.0000 790.7620} {1189.3360 790.8220}	20.0000	790.7620	1189.3360	790.8220	1169.336	0.0600000000001	horizontal	29	637
VSS	PATH_11_459	{20.0000 787.4180} {1189.3360 787.4780}	20.0000	787.4180	1189.3360	787.4780	1169.336	0.0599999999999	horizontal	29	664
VSS	PATH_11_457	{20.0000 784.0740} {1189.3360 784.1340}	20.0000	784.0740	1189.3360	784.1340	1169.336	0.0600000000001	horizontal	29	666
VSS	PATH_11_455	{20.0000 780.7300} {1189.3360 780.7900}	20.0000	780.7300	1189.3360	780.7900	1169.336	0.0599999999999	horizontal	29	627
VSS	PATH_11_453	{20.0000 777.3860} {1189.3360 777.4460}	20.0000	777.3860	1189.3360	777.4460	1169.336	0.0600000000001	horizontal	29	641
VSS	PATH_11_451	{20.0000 774.0420} {1189.3360 774.1020}	20.0000	774.0420	1189.3360	774.1020	1169.336	0.0599999999999	horizontal	29	638
VSS	PATH_11_449	{20.0000 770.6980} {1189.3360 770.7580}	20.0000	770.6980	1189.3360	770.7580	1169.336	0.0600000000001	horizontal	29	621
VSS	PATH_11_447	{20.0000 767.3540} {1189.3360 767.4140}	20.0000	767.3540	1189.3360	767.4140	1169.336	0.0599999999999	horizontal	29	574
VSS	PATH_11_445	{20.0000 764.0100} {1189.3360 764.0700}	20.0000	764.0100	1189.3360	764.0700	1169.336	0.0600000000001	horizontal	29	558
VSS	PATH_11_443	{20.0000 760.6660} {1189.3360 760.7260}	20.0000	760.6660	1189.3360	760.7260	1169.336	0.0599999999999	horizontal	29	611
VSS	PATH_11_441	{20.0000 757.3220} {1189.3360 757.3820}	20.0000	757.3220	1189.3360	757.3820	1169.336	0.0599999999999	horizontal	29	620
VSS	PATH_11_439	{20.0000 753.9780} {1189.3360 754.0380}	20.0000	753.9780	1189.3360	754.0380	1169.336	0.0600000000001	horizontal	29	615
VSS	PATH_11_437	{20.0000 750.6340} {1189.3360 750.6940}	20.0000	750.6340	1189.3360	750.6940	1169.336	0.0599999999999	horizontal	29	604
VSS	PATH_11_435	{20.0000 747.2900} {1189.3360 747.3500}	20.0000	747.2900	1189.3360	747.3500	1169.336	0.0600000000001	horizontal	29	583
VSS	PATH_11_433	{20.0000 743.9460} {1189.3360 744.0060}	20.0000	743.9460	1189.3360	744.0060	1169.336	0.0599999999999	horizontal	29	589
VSS	PATH_11_431	{20.0000 740.6020} {1189.3360 740.6620}	20.0000	740.6020	1189.3360	740.6620	1169.336	0.0600000000001	horizontal	29	596
VSS	PATH_11_429	{20.0000 737.2580} {1189.3360 737.3180}	20.0000	737.2580	1189.3360	737.3180	1169.336	0.0599999999999	horizontal	29	613
VSS	PATH_11_427	{20.0000 733.9140} {1189.3360 733.9740}	20.0000	733.9140	1189.3360	733.9740	1169.336	0.0600000000001	horizontal	29	618
VSS	PATH_11_425	{20.0000 730.5700} {1189.3360 730.6300}	20.0000	730.5700	1189.3360	730.6300	1169.336	0.0599999999999	horizontal	29	648
VSS	PATH_11_423	{20.0000 727.2260} {1189.3360 727.2860}	20.0000	727.2260	1189.3360	727.2860	1169.336	0.0599999999999	horizontal	29	672
VSS	PATH_11_421	{20.0000 723.8820} {1189.3360 723.9420}	20.0000	723.8820	1189.3360	723.9420	1169.336	0.0600000000001	horizontal	29	643
VSS	PATH_11_419	{20.0000 720.5380} {1189.3360 720.5980}	20.0000	720.5380	1189.3360	720.5980	1169.336	0.0599999999999	horizontal	29	672
VSS	PATH_11_417	{20.0000 717.1940} {1189.3360 717.2540}	20.0000	717.1940	1189.3360	717.2540	1169.336	0.0600000000001	horizontal	29	651
VSS	PATH_11_415	{20.0000 713.8500} {1189.3360 713.9100}	20.0000	713.8500	1189.3360	713.9100	1169.336	0.0599999999999	horizontal	29	701
VSS	PATH_11_413	{20.0000 710.5060} {1189.3360 710.5660}	20.0000	710.5060	1189.3360	710.5660	1169.336	0.0600000000001	horizontal	29	692
VSS	PATH_11_411	{20.0000 707.1620} {1189.3360 707.2220}	20.0000	707.1620	1189.3360	707.2220	1169.336	0.0599999999999	horizontal	29	716
VSS	PATH_11_409	{20.0000 703.8180} {1189.3360 703.8780}	20.0000	703.8180	1189.3360	703.8780	1169.336	0.0600000000001	horizontal	29	696
VSS	PATH_11_407	{20.0000 700.4740} {1189.3360 700.5340}	20.0000	700.4740	1189.3360	700.5340	1169.336	0.0599999999999	horizontal	29	693
VSS	PATH_11_405	{20.0000 697.1300} {1189.3360 697.1900}	20.0000	697.1300	1189.3360	697.1900	1169.336	0.0600000000001	horizontal	29	668
VSS	PATH_11_403	{20.0000 693.7860} {1189.3360 693.8460}	20.0000	693.7860	1189.3360	693.8460	1169.336	0.0600000000001	horizontal	29	644
VSS	PATH_11_401	{20.0000 690.4420} {1189.3360 690.5020}	20.0000	690.4420	1189.3360	690.5020	1169.336	0.0599999999999	horizontal	29	662
VSS	PATH_11_399	{20.0000 687.0980} {1189.3360 687.1580}	20.0000	687.0980	1189.3360	687.1580	1169.336	0.0600000000001	horizontal	29	700
VSS	PATH_11_397	{20.0000 683.7540} {1189.3360 683.8140}	20.0000	683.7540	1189.3360	683.8140	1169.336	0.0599999999999	horizontal	29	660
VSS	PATH_11_395	{20.0000 680.4100} {1189.3360 680.4700}	20.0000	680.4100	1189.3360	680.4700	1169.336	0.0600000000001	horizontal	29	668
VSS	PATH_11_393	{20.0000 677.0660} {1189.3360 677.1260}	20.0000	677.0660	1189.3360	677.1260	1169.336	0.0599999999999	horizontal	29	655
VSS	PATH_11_391	{20.0000 673.7220} {1189.3360 673.7820}	20.0000	673.7220	1189.3360	673.7820	1169.336	0.0600000000001	horizontal	29	640
VSS	PATH_11_389	{20.0000 670.3780} {1189.3360 670.4380}	20.0000	670.3780	1189.3360	670.4380	1169.336	0.0599999999999	horizontal	29	596
VSS	PATH_11_387	{20.0000 667.0340} {1189.3360 667.0940}	20.0000	667.0340	1189.3360	667.0940	1169.336	0.0600000000001	horizontal	29	606
VSS	PATH_11_385	{20.0000 663.6900} {1189.3360 663.7500}	20.0000	663.6900	1189.3360	663.7500	1169.336	0.0599999999999	horizontal	29	593
VSS	PATH_11_383	{20.0000 660.3460} {1189.3360 660.4060}	20.0000	660.3460	1189.3360	660.4060	1169.336	0.0599999999999	horizontal	29	601
VSS	PATH_11_381	{20.0000 657.0020} {1189.3360 657.0620}	20.0000	657.0020	1189.3360	657.0620	1169.336	0.0600000000001	horizontal	29	592
VSS	PATH_11_379	{20.0000 653.6580} {1189.3360 653.7180}	20.0000	653.6580	1189.3360	653.7180	1169.336	0.0599999999999	horizontal	29	589
VSS	PATH_11_377	{20.0000 650.3140} {1189.3360 650.3740}	20.0000	650.3140	1189.3360	650.3740	1169.336	0.0600000000001	horizontal	29	526
VSS	PATH_11_375	{20.0000 646.9700} {1189.3360 647.0300}	20.0000	646.9700	1189.3360	647.0300	1169.336	0.0599999999999	horizontal	29	574
VSS	PATH_11_373	{20.0000 643.6260} {1189.3360 643.6860}	20.0000	643.6260	1189.3360	643.6860	1169.336	0.0600000000001	horizontal	29	521
VSS	PATH_11_371	{20.0000 640.2820} {1189.3360 640.3420}	20.0000	640.2820	1189.3360	640.3420	1169.336	0.0599999999999	horizontal	29	561
VSS	PATH_11_369	{20.0000 636.9380} {1189.3360 636.9980}	20.0000	636.9380	1189.3360	636.9980	1169.336	0.0600000000001	horizontal	29	557
VSS	PATH_11_367	{20.0000 633.5940} {1189.3360 633.6540}	20.0000	633.5940	1189.3360	633.6540	1169.336	0.0599999999999	horizontal	29	480
VSS	PATH_11_365	{20.0000 630.2500} {1189.3360 630.3100}	20.0000	630.2500	1189.3360	630.3100	1169.336	0.0599999999999	horizontal	29	551
VSS	PATH_11_363	{20.0000 626.9060} {1189.3360 626.9660}	20.0000	626.9060	1189.3360	626.9660	1169.336	0.0600000000001	horizontal	29	539
VSS	PATH_11_361	{20.0000 623.5620} {1189.3360 623.6220}	20.0000	623.5620	1189.3360	623.6220	1169.336	0.0599999999999	horizontal	29	560
VSS	PATH_11_359	{20.0000 620.2180} {1189.3360 620.2780}	20.0000	620.2180	1189.3360	620.2780	1169.336	0.0600000000001	horizontal	29	523
VSS	PATH_11_357	{20.0000 616.8740} {1189.3360 616.9340}	20.0000	616.8740	1189.3360	616.9340	1169.336	0.0599999999999	horizontal	29	543
VSS	PATH_11_355	{20.0000 613.5300} {1189.3360 613.5900}	20.0000	613.5300	1189.3360	613.5900	1169.336	0.0600000000001	horizontal	29	521
VSS	PATH_11_353	{20.0000 610.1860} {1189.3360 610.2460}	20.0000	610.1860	1189.3360	610.2460	1169.336	0.0599999999999	horizontal	29	587
VSS	PATH_11_351	{20.0000 606.8420} {1189.3360 606.9020}	20.0000	606.8420	1189.3360	606.9020	1169.336	0.0600000000001	horizontal	29	541
VSS	PATH_11_349	{20.0000 603.4980} {1189.3360 603.5580}	20.0000	603.4980	1189.3360	603.5580	1169.336	0.0599999999999	horizontal	29	549
VSS	PATH_11_347	{20.0000 600.1540} {1189.3360 600.2140}	20.0000	600.1540	1189.3360	600.2140	1169.336	0.0600000000001	horizontal	29	578
VSS	PATH_11_345	{20.0000 596.8100} {1189.3360 596.8700}	20.0000	596.8100	1189.3360	596.8700	1169.336	0.0600000000001	horizontal	29	549
VSS	PATH_11_343	{20.0000 593.4660} {1189.3360 593.5260}	20.0000	593.4660	1189.3360	593.5260	1169.336	0.0599999999999	horizontal	29	562
VSS	PATH_11_341	{20.0000 590.1220} {1189.3360 590.1820}	20.0000	590.1220	1189.3360	590.1820	1169.336	0.0600000000001	horizontal	29	528
VSS	PATH_11_339	{20.0000 586.7780} {1189.3360 586.8380}	20.0000	586.7780	1189.3360	586.8380	1169.336	0.0599999999999	horizontal	29	546
VSS	PATH_11_337	{20.0000 583.4340} {1189.3360 583.4940}	20.0000	583.4340	1189.3360	583.4940	1169.336	0.0600000000001	horizontal	29	528
VSS	PATH_11_335	{20.0000 580.0900} {1189.3360 580.1500}	20.0000	580.0900	1189.3360	580.1500	1169.336	0.0599999999999	horizontal	29	580
VSS	PATH_11_333	{20.0000 576.7460} {1189.3360 576.8060}	20.0000	576.7460	1189.3360	576.8060	1169.336	0.0600000000001	horizontal	29	541
VSS	PATH_11_331	{20.0000 573.4020} {1189.3360 573.4620}	20.0000	573.4020	1189.3360	573.4620	1169.336	0.0599999999999	horizontal	29	581
VSS	PATH_11_329	{20.0000 570.0580} {1189.3360 570.1180}	20.0000	570.0580	1189.3360	570.1180	1169.336	0.0600000000001	horizontal	29	555
VSS	PATH_11_327	{20.0000 566.7140} {1189.3360 566.7740}	20.0000	566.7140	1189.3360	566.7740	1169.336	0.0599999999999	horizontal	29	549
VSS	PATH_11_325	{20.0000 563.3700} {1189.3360 563.4300}	20.0000	563.3700	1189.3360	563.4300	1169.336	0.0599999999999	horizontal	29	554
VSS	PATH_11_323	{20.0000 560.0260} {1189.3360 560.0860}	20.0000	560.0260	1189.3360	560.0860	1169.336	0.0600000000001	horizontal	29	565
VSS	PATH_11_321	{20.0000 556.6820} {1189.3360 556.7420}	20.0000	556.6820	1189.3360	556.7420	1169.336	0.0599999999999	horizontal	29	563
VSS	PATH_11_319	{20.0000 553.3380} {1189.3360 553.3980}	20.0000	553.3380	1189.3360	553.3980	1169.336	0.0600000000001	horizontal	29	610
VSS	PATH_11_317	{20.0000 549.9940} {1189.3360 550.0540}	20.0000	549.9940	1189.3360	550.0540	1169.336	0.0599999999999	horizontal	29	607
VSS	PATH_11_315	{20.0000 546.6500} {1189.3360 546.7100}	20.0000	546.6500	1189.3360	546.7100	1169.336	0.0600000000001	horizontal	29	614
VSS	PATH_11_313	{20.0000 543.3060} {1189.3360 543.3660}	20.0000	543.3060	1189.3360	543.3660	1169.336	0.0599999999999	horizontal	29	573
VSS	PATH_11_311	{20.0000 539.9620} {1189.3360 540.0220}	20.0000	539.9620	1189.3360	540.0220	1169.336	0.0600000000001	horizontal	29	549
VSS	PATH_11_309	{20.0000 536.6180} {1189.3360 536.6780}	20.0000	536.6180	1189.3360	536.6780	1169.336	0.0599999999999	horizontal	29	537
VSS	PATH_11_307	{20.0000 533.2740} {1189.3360 533.3340}	20.0000	533.2740	1189.3360	533.3340	1169.336	0.0599999999999	horizontal	29	593
VSS	PATH_11_305	{20.0000 529.9300} {1189.3360 529.9900}	20.0000	529.9300	1189.3360	529.9900	1169.336	0.0600000000001	horizontal	29	570
VSS	PATH_11_303	{20.0000 526.5860} {1189.3360 526.6460}	20.0000	526.5860	1189.3360	526.6460	1169.336	0.0599999999999	horizontal	29	540
VSS	PATH_11_301	{20.0000 523.2420} {1189.3360 523.3020}	20.0000	523.2420	1189.3360	523.3020	1169.336	0.0600000000001	horizontal	29	608
VSS	PATH_11_299	{20.0000 519.8980} {1189.3360 519.9580}	20.0000	519.8980	1189.3360	519.9580	1169.336	0.0599999999999	horizontal	29	546
