x	shape	net	y	bbox	object_type	object_name	object_layer	object_net	object_bbox
160.0	PATH_11_531	VSS	907.832	{159.75 907.582} {160.25 908.082}	shape	PATH_15_603495	M3	ZBUF_2158_2931	{159.2040 907.9560} {161.3880 908.0120}
160.0	PATH_11_555	VSS	947.96	{159.75 947.71} {160.25 948.21}	shape	PATH_21_6784	M6	n137866	{159.8120 942.3080} {159.8680 958.7800}
160.0	PATH_11_555	VSS	947.96	{159.75 947.71} {160.25 948.21}	shape	PATH_17_61083	M4	n139295	{159.8120 942.6120} {159.8680 958.7800}
160.0	PATH_11_555	VSS	947.96	{159.75 947.71} {160.25 948.21}	shape	PATH_19_88032	M5	ZBUF_2_3021	{155.8600 947.7800} {163.5160 947.8360}
160.0	PATH_11_555	VSS	947.96	{159.75 947.71} {160.25 948.21}	shape	PATH_15_139091	M3	n31423	{159.3560 948.0840} {163.2120 948.1400}
160.0	PATH_11_555	VSS	947.96	{159.75 947.71} {160.25 948.21}	shape	PATH_17_139255	M4	ZBUF_9_1065	{160.1160 942.3080} {160.1720 949.6600}
160.0	PATH_11_579	VSS	988.088	{159.75 987.838} {160.25 988.338}	shape	PATH_19_17131	M5	n131473	{144.3080 987.9080} {168.9880 987.9640}
160.0	PATH_11_579	VSS	988.088	{159.75 987.838} {160.25 988.338}	shape	PATH_17_174931	M4	ZBUF_1103_3001	{159.8120 986.3880} {159.8680 987.9640}
160.0	PATH_11_579	VSS	988.088	{159.75 987.838} {160.25 988.338}	shape	PATH_17_174932	M4	ZBUF_1103_3001	{159.8120 987.9080} {159.8680 995.2600}
160.0	PATH_11_579	VSS	988.088	{159.75 987.838} {160.25 988.338}	shape	PATH_15_615339	M3	ZBUF_1103_3001	{159.5080 987.9080} {159.8680 987.9640}
160.0	PATH_11_603	VSS	1028.216	{159.75 1027.966} {160.25 1028.466}	shape	PATH_19_2184	M5	n24672	{150.0840 1028.0360} {178.4120 1028.0920}
160.0	PATH_11_603	VSS	1028.216	{159.75 1027.966} {160.25 1028.466}	shape	PATH_17_56695	M4	n138111	{160.1160 1028.0360} {160.1720 1034.4760}
160.0	PATH_11_603	VSS	1028.216	{159.75 1027.966} {160.25 1028.466}	shape	PATH_17_143184	M4	ZBUF_558_1116	{159.8120 1012.5320} {159.8680 1037.8200}
160.0	PATH_11_603	VSS	1028.216	{159.75 1027.966} {160.25 1028.466}	shape	PATH_15_351609	M3	n138111	{159.0520 1028.0360} {160.1720 1028.0920}
160.0	PATH_11_603	VSS	1028.216	{159.75 1027.966} {160.25 1028.466}	shape	PATH_15_354508	M3	n138332	{156.7720 1028.3400} {160.7800 1028.3960}
160.0	PATH_11_627	VSS	1068.344	{159.75 1068.094} {160.25 1068.594}	shape	PATH_19_4981	M5	n52988	{151.9080 1068.1640} {162.6040 1068.2200}
160.0	PATH_11_627	VSS	1068.344	{159.75 1068.094} {160.25 1068.594}	shape	PATH_17_154289	M4	ZBUF_1852_2028	{160.1160 1062.3880} {160.1720 1071.2600}
160.0	PATH_11_627	VSS	1068.344	{159.75 1068.094} {160.25 1068.594}	shape	PATH_17_171113	M4	ZBUF_1009_2923	{159.8120 1065.1240} {159.8680 1073.6920}
170.0	PATH_11_483	VSS	827.576	{169.75 827.326} {170.25 827.826}	shape	PATH_19_3529	M5	n38437	{167.1080 827.3960} {177.1960 827.4520}
170.0	PATH_11_483	VSS	827.576	{169.75 827.326} {170.25 827.826}	shape	PATH_17_43868	M4	n132734	{169.8440 823.1400} {169.9000 877.0040}
170.0	PATH_11_483	VSS	827.576	{169.75 827.326} {170.25 827.826}	shape	PATH_15_559974	M3	ZBUF_2_2491	{162.0920 827.3960} {182.6680 827.4520}
170.0	PATH_11_483	VSS	827.576	{169.75 827.326} {170.25 827.826}	shape	PATH_13_1013558	M2	ZBUF_84_2035	{169.9960 826.7880} {170.0520 829.1240}
170.0	PATH_11_483	VSS	827.576	{169.75 827.326} {170.25 827.826}	shape	PATH_13_1148824	M2	ZBUF_195_3072	{169.8440 826.4840} {169.9000 831.7080}
170.0	PATH_11_507	VSS	867.704	{169.75 867.454} {170.25 867.954}	shape	PATH_19_7892	M5	n76352	{141.8760 867.5240} {178.4120 867.5800}
170.0	PATH_11_507	VSS	867.704	{169.75 867.454} {170.25 867.954}	shape	PATH_17_43868	M4	n132734	{169.8440 823.1400} {169.9000 877.0040}
170.0	PATH_11_507	VSS	867.704	{169.75 867.454} {170.25 867.954}	shape	PATH_17_67460	M4	n142747	{170.1480 854.1480} {170.2040 870.6200}
170.0	PATH_11_507	VSS	867.704	{169.75 867.454} {170.25 867.954}	shape	PATH_15_471178	M3	ZBUF_239_146	{169.2360 867.8280} {171.1160 867.8840}
170.0	PATH_11_507	VSS	867.704	{169.75 867.454} {170.25 867.954}	shape	PATH_15_587554	M3	ZBUF_68_2766	{168.0200 867.5240} {179.0200 867.5800}
170.0	PATH_11_531	VSS	907.832	{169.75 907.582} {170.25 908.082}	shape	PATH_17_178778	M4	ZBUF_2_3076	{169.8440 885.4600} {169.9000 911.3560}
170.0	PATH_11_531	VSS	907.832	{169.75 907.582} {170.25 908.082}	shape	PATH_15_365696	M3	n139603	{168.4760 907.9560} {173.2440 908.0120}
170.0	PATH_11_531	VSS	907.832	{169.75 907.582} {170.25 908.082}	shape	PATH_15_462198	M3	ZBUF_1140_95	{166.9560 907.6520} {178.8680 907.7080}
170.0	PATH_11_555	VSS	947.96	{169.75 947.71} {170.25 948.21}	shape	PATH_15_139329	M3	n31622	{163.1560 947.7800} {170.9640 947.8360}
170.0	PATH_11_555	VSS	947.96	{169.75 947.71} {170.25 948.21}	shape	PATH_17_140392	M4	ZBUF_916_1082	{169.8440 922.5480} {169.9000 1013.8040}
170.0	PATH_11_555	VSS	947.96	{169.75 947.71} {170.25 948.21}	shape	PATH_17_185211	M4	ZBUF_66_3317	{170.1480 924.9800} {170.2040 1009.8520}
170.0	PATH_11_555	VSS	947.96	{169.75 947.71} {170.25 948.21}	shape	PATH_13_315405	M2	n31699	{169.9960 947.7800} {170.0520 954.5240}
170.0	PATH_11_555	VSS	947.96	{169.75 947.71} {170.25 948.21}	shape	PATH_13_907807	M2	ZBUF_288_342	{169.8440 937.7480} {169.9000 956.9560}
170.0	PATH_11_579	VSS	988.088	{169.75 987.838} {170.25 988.338}	shape	PATH_17_140392	M4	ZBUF_916_1082	{169.8440 922.5480} {169.9000 1013.8040}
170.0	PATH_11_579	VSS	988.088	{169.75 987.838} {170.25 988.338}	shape	PATH_17_185211	M4	ZBUF_66_3317	{170.1480 924.9800} {170.2040 1009.8520}
170.0	PATH_11_579	VSS	988.088	{169.75 987.838} {170.25 988.338}	shape	PATH_15_563571	M3	ZBUF_2198_2530	{165.5880 988.2120} {170.3560 988.2680}
170.0	PATH_11_579	VSS	988.088	{169.75 987.838} {170.25 988.338}	shape	PATH_15_617319	M3	ZBUF_178_3004	{167.1080 987.9080} {171.1160 987.9640}
170.0	PATH_11_579	VSS	988.088	{169.75 987.838} {170.25 988.338}	shape	PATH_13_717680	M2	n137833	{170.1480 986.3880} {170.2040 988.8510}
170.0	PATH_11_579	VSS	988.088	{169.75 987.838} {170.25 988.338}	shape	PATH_13_882250	M2	ZBUF_1235_92	{169.8440 984.2600} {169.9000 989.7880}
170.0	PATH_11_603	VSS	1028.216	{169.75 1027.966} {170.25 1028.466}	shape	PATH_19_2184	M5	n24672	{150.0840 1028.0360} {178.4120 1028.0920}
170.0	PATH_11_603	VSS	1028.216	{169.75 1027.966} {170.25 1028.466}	shape	PATH_21_11021	M6	ZBUF_527_120	{170.1480 1018.3080} {170.2040 1030.5240}
170.0	PATH_11_603	VSS	1028.216	{169.75 1027.966} {170.25 1028.466}	shape	PATH_17_60573	M4	n139211	{169.8440 1028.0360} {169.9000 1031.7400}
170.0	PATH_11_603	VSS	1028.216	{169.75 1027.966} {170.25 1028.466}	shape	PATH_15_355248	M3	n138374	{169.9960 1028.3400} {173.5480 1028.3960}
170.0	PATH_11_603	VSS	1028.216	{169.75 1027.966} {170.25 1028.466}	shape	PATH_15_362465	M3	n139211	{165.5880 1028.0360} {169.9000 1028.0920}
170.0	PATH_11_603	VSS	1028.216	{169.75 1027.966} {170.25 1028.466}	shape	PATH_13_447592	M2	n74678	{170.1480 1024.3880} {170.2040 1029.3080}
170.0	PATH_11_603	VSS	1028.216	{169.75 1027.966} {170.25 1028.466}	shape	PATH_13_729744	M2	n138374	{169.9960 1024.9960} {170.0520 1028.3960}
170.0	PATH_11_603	VSS	1028.216	{169.75 1027.966} {170.25 1028.466}	shape	PATH_13_1074347	M2	ZBUF_1076_2753	{169.8440 1025.4520} {169.9000 1030.5240}
170.0	PATH_11_627	VSS	1068.344	{169.75 1068.094} {170.25 1068.594}	shape	PATH_17_184855	M4	ZBUF_5_3296	{170.1480 1064.2120} {170.2040 1082.5080}
170.0	PATH_11_627	VSS	1068.344	{169.75 1068.094} {170.25 1068.594}	shape	PATH_15_471966	M3	ZBUF_292_151	{164.6760 1068.1640} {174.4600 1068.2200}
170.0	PATH_11_627	VSS	1068.344	{169.75 1068.094} {170.25 1068.594}	shape	PATH_13_898020	M2	ZBUF_173_151	{170.1480 1066.0360} {170.2040 1070.9560}
180.0	PATH_11_483	VSS	827.576	{179.75 827.326} {180.25 827.826}	shape	PATH_19_17246	M5	n131494	{177.7480 827.3960} {196.9560 827.4520}
180.0	PATH_11_483	VSS	827.576	{179.75 827.326} {180.25 827.826}	shape	PATH_15_559974	M3	ZBUF_2_2491	{162.0920 827.3960} {182.6680 827.4520}
190.0	PATH_11_483	VSS	827.576	{189.75 827.326} {190.25 827.826}	shape	PATH_19_17246	M5	n131494	{177.7480 827.3960} {196.9560 827.4520}
190.0	PATH_11_483	VSS	827.576	{189.75 827.326} {190.25 827.826}	shape	PATH_17_129187	M4	ZBUF_520_77	{189.9080 824.6600} {189.9640 846.9080}
190.0	PATH_11_483	VSS	827.576	{189.75 827.326} {190.25 827.826}	shape	PATH_15_516896	M3	ZBUF_384_1601	{189.1480 827.7000} {190.2680 827.7560}
190.0	PATH_11_483	VSS	827.576	{189.75 827.326} {190.25 827.826}	shape	PATH_15_598892	M3	ZBUF_125_2916	{189.6040 827.3960} {190.1160 827.4520}
190.0	PATH_11_483	VSS	827.576	{189.75 827.326} {190.25 827.826}	shape	PATH_13_970042	M2	ZBUF_384_1601	{190.2120 827.7000} {190.2680 830.1880}
190.0	PATH_11_483	VSS	827.576	{189.75 827.326} {190.25 827.826}	shape	PATH_13_970043	M2	ZBUF_384_1601	{190.2120 827.7000} {190.4200 827.7560}
190.0	PATH_11_483	VSS	827.576	{189.75 827.326} {190.25 827.826}	shape	PATH_13_1041442	M2	ZBUF_24_2520	{189.7560 826.3320} {189.8120 837.1800}
190.0	PATH_11_483	VSS	827.576	{189.75 827.326} {190.25 827.826}	shape	PATH_13_1099481	M2	ZBUF_125_2916	{190.0600 826.7880} {190.1160 827.4520}
190.0	PATH_11_483	VSS	827.576	{189.75 827.326} {190.25 827.826}	via	VIA_S_1633156	VIA23SQ_C	ZBUF_384_1601	{190.1850 827.6730} {190.2950 827.7830}
190.0	PATH_11_507	VSS	867.704	{189.75 867.454} {190.25 867.954}	shape	PATH_17_11875	M4	n44574	{190.2100 867.9480} {190.2700 868.1900}
190.0	PATH_11_507	VSS	867.704	{189.75 867.454} {190.25 867.954}	shape	PATH_19_92373	M5	ZBUF_27_3334	{183.8280 867.5240} {208.5080 867.5800}
190.0	PATH_11_507	VSS	867.704	{189.75 867.454} {190.25 867.954}	shape	PATH_17_184339	M4	ZBUF_2_3273	{189.9080 857.7960} {189.9640 883.3880}
190.0	PATH_11_507	VSS	867.704	{189.75 867.454} {190.25 867.954}	shape	PATH_13_332132	M2	n37366	{190.0600 865.3960} {190.1160 869.5560}
190.0	PATH_11_507	VSS	867.704	{189.75 867.454} {190.25 867.954}	shape	PATH_15_459390	M3	ZBUF_605_77	{189.3000 867.5240} {196.9560 867.5800}
190.0	PATH_11_507	VSS	867.704	{189.75 867.454} {190.25 867.954}	shape	PATH_15_568120	M3	ZBUF_429_2542	{189.6040 867.8280} {190.2680 867.8840}
190.0	PATH_11_507	VSS	867.704	{189.75 867.454} {190.25 867.954}	shape	PATH_13_970102	M2	ZBUF_796_1601	{189.7560 865.2440} {189.8120 877.0040}
190.0	PATH_11_507	VSS	867.704	{189.75 867.454} {190.25 867.954}	shape	PATH_13_973204	M2	ZBUF_5_1611	{189.9080 867.2200} {189.9640 871.6840}
190.0	PATH_11_507	VSS	867.704	{189.75 867.454} {190.25 867.954}	shape	PATH_13_1051226	M2	ZBUF_429_2542	{190.2120 867.8280} {190.2680 868.3400}
190.0	PATH_11_507	VSS	867.704	{189.75 867.454} {190.25 867.954}	via	VIA_S_1783195	VIA23SQ_C	ZBUF_429_2542	{190.1850 867.8010} {190.2950 867.9110}
190.0	PATH_11_531	VSS	907.832	{189.75 907.582} {190.25 908.082}	shape	PATH_19_90448	M5	ZBUF_28_3163	{181.3960 907.6520} {190.8760 907.7080}
190.0	PATH_11_531	VSS	907.832	{189.75 907.582} {190.25 908.082}	shape	PATH_17_129297	M4	ZBUF_515_80	{190.2120 903.3960} {190.2680 930.2040}
190.0	PATH_11_531	VSS	907.832	{189.75 907.582} {190.25 908.082}	shape	PATH_15_290920	M3	n132709	{183.2200 907.9560} {195.4360 908.0120}
190.0	PATH_11_531	VSS	907.832	{189.75 907.582} {190.25 908.082}	shape	PATH_15_333697	M3	n136403	{189.6040 907.6520} {196.6520 907.7080}
190.0	PATH_11_531	VSS	907.832	{189.75 907.582} {190.25 908.082}	shape	PATH_13_1227767	M2	ZBUF_653_3426	{190.0600 891.9960} {190.1160 911.3560}
190.0	PATH_11_531	VSS	907.832	{189.75 907.582} {190.25 908.082}	shape	PATH_13_1252437	M2	ZBUF_4805_3473	{189.9080 895.0360} {189.9640 911.0520}
190.0	PATH_11_555	VSS	947.96	{189.75 947.71} {190.25 948.21}	shape	PATH_21_7064	M6	n138172	{190.2120 945.9560} {190.2680 952.7000}
190.0	PATH_11_555	VSS	947.96	{189.75 947.71} {190.25 948.21}	shape	PATH_19_80358	M5	ZBUF_194_2529	{189.9080 947.7800} {207.2920 947.8360}
190.0	PATH_11_555	VSS	947.96	{189.75 947.71} {190.25 948.21}	shape	PATH_15_139425	M3	n31691	{189.9080 947.7800} {191.1800 947.8360}
190.0	PATH_11_555	VSS	947.96	{189.75 947.71} {190.25 948.21}	shape	PATH_17_160816	M4	ZBUF_194_2529	{189.9080 947.7800} {189.9640 948.7480}
190.0	PATH_11_555	VSS	947.96	{189.75 947.71} {190.25 948.21}	shape	PATH_17_162500	M4	ZBUF_94_2545	{190.2120 940.1800} {190.2680 949.9640}
190.0	PATH_11_555	VSS	947.96	{189.75 947.71} {190.25 948.21}	shape	PATH_13_315370	M2	n31691	{189.9080 947.1720} {189.9640 947.8360}
190.0	PATH_11_555	VSS	947.96	{189.75 947.71} {190.25 948.21}	shape	PATH_15_382745	M3	n141986	{181.0920 948.0840} {203.3400 948.1400}
190.0	PATH_11_555	VSS	947.96	{189.75 947.71} {190.25 948.21}	shape	PATH_13_719194	M2	n137904	{189.9080 947.9320} {189.9640 948.7480}
190.0	PATH_11_555	VSS	947.96	{189.75 947.71} {190.25 948.21}	shape	PATH_13_719195	M2	n137904	{189.9080 947.9320} {190.2680 947.9880}
190.0	PATH_11_555	VSS	947.96	{189.75 947.71} {190.25 948.21}	shape	PATH_13_719196	M2	n137904	{190.2120 943.9800} {190.2680 947.9880}
190.0	PATH_11_579	VSS	988.088	{189.75 987.838} {190.25 988.338}	shape	PATH_17_135743	M4	ZBUF_2_439	{189.9080 985.7800} {189.9640 1005.5960}
190.0	PATH_11_579	VSS	988.088	{189.75 987.838} {190.25 988.338}	shape	PATH_17_168601	M4	ZBUF_708_2813	{190.2120 975.1400} {190.2680 1009.8520}
190.0	PATH_11_579	VSS	988.088	{189.75 987.838} {190.25 988.338}	shape	PATH_15_199721	M3	n74453	{189.9080 987.9080} {191.1800 987.9640}
190.0	PATH_11_579	VSS	988.088	{189.75 987.838} {190.25 988.338}	shape	PATH_13_446853	M2	n74453	{189.9080 987.3000} {189.9640 987.9640}
190.0	PATH_11_579	VSS	988.088	{189.75 987.838} {190.25 988.338}	shape	PATH_15_531697	M3	ZBUF_104_1725	{182.0040 988.2120} {216.1080 988.2680}
190.0	PATH_11_579	VSS	988.088	{189.75 987.838} {190.25 988.338}	shape	PATH_13_1043213	M2	ZBUF_429_2529	{190.0600 987.3000} {190.1160 988.7240}
190.0	PATH_11_603	VSS	1028.216	{189.75 1027.966} {190.25 1028.466}	shape	PATH_19_2212	M5	n24878	{180.4840 1028.0360} {195.7400 1028.0920}
190.0	PATH_11_603	VSS	1028.216	{189.75 1027.966} {190.25 1028.466}	shape	PATH_17_71715	M4	HFSNET_1144	{190.2120 1011.6200} {190.2680 1036.6040}
190.0	PATH_11_603	VSS	1028.216	{189.75 1027.966} {190.25 1028.466}	shape	PATH_15_351334	M3	n138090	{181.0920 1028.3400} {195.4360 1028.3960}
190.0	PATH_11_603	VSS	1028.216	{189.75 1027.966} {190.25 1028.466}	shape	PATH_15_500981	M3	ZBUF_201_1113	{183.9800 1028.0360} {191.9400 1028.0920}
190.0	PATH_11_603	VSS	1028.216	{189.75 1027.966} {190.25 1028.466}	shape	PATH_13_897731	M2	ZBUF_171_151	{189.7560 1024.3880} {189.8120 1040.4040}
190.0	PATH_11_603	VSS	1028.216	{189.75 1027.966} {190.25 1028.466}	shape	PATH_13_1107201	M2	ZBUF_13_2933	{190.0600 1026.2120} {190.1160 1056.6680}
190.0	PATH_11_627	VSS	1068.344	{189.75 1068.094} {190.25 1068.594}	shape	PATH_17_14195	M4	n53323	{189.9080 1068.4680} {189.9640 1069.4360}
190.0	PATH_11_627	VSS	1068.344	{189.75 1068.094} {190.25 1068.594}	shape	PATH_19_91690	M5	ZBUF_955_3255	{188.9960 1068.1640} {191.1800 1068.2200}
190.0	PATH_11_627	VSS	1068.344	{189.75 1068.094} {190.25 1068.594}	shape	PATH_17_141979	M4	ZBUF_1324_1101	{190.2120 1056.9160} {190.2680 1083.4200}
190.0	PATH_11_627	VSS	1068.344	{189.75 1068.094} {190.25 1068.594}	shape	PATH_15_169080	M3	n53122	{189.6040 1068.1640} {190.2680 1068.2200}
190.0	PATH_11_627	VSS	1068.344	{189.75 1068.094} {190.25 1068.594}	shape	PATH_15_169457	M3	n53323	{187.6280 1068.4680} {189.9640 1068.5240}
190.0	PATH_11_627	VSS	1068.344	{189.75 1068.094} {190.25 1068.594}	shape	PATH_13_381345	M2	n53122	{190.2120 1068.1640} {190.2680 1079.1640}
190.0	PATH_11_627	VSS	1068.344	{189.75 1068.094} {190.25 1068.594}	shape	PATH_13_382036	M2	n53322	{190.0600 1066.3400} {190.1160 1070.1960}
190.0	PATH_11_627	VSS	1068.344	{189.75 1068.094} {190.25 1068.594}	shape	PATH_13_908807	M2	ZBUF_749_521	{189.9080 1067.5560} {189.9640 1078.5560}
190.0	PATH_11_627	VSS	1068.344	{189.75 1068.094} {190.25 1068.594}	via	VIA_S_580246	VIA23SQ_C	n53122	{190.1850 1068.1370} {190.2950 1068.2470}
200.0	PATH_11_483	VSS	827.576	{199.75 827.326} {200.25 827.826}	shape	PATH_21_10834	M6	ZBUF_315_111	{199.9400 823.7480} {199.9960 827.4520}
200.0	PATH_11_483	VSS	827.576	{199.75 827.326} {200.25 827.826}	shape	PATH_17_131887	M4	ZBUF_315_111	{199.9380 827.2120} {199.9980 827.4540}
200.0	PATH_11_483	VSS	827.576	{199.75 827.326} {200.25 827.826}	shape	PATH_17_146595	M4	ZBUF_83_1600	{200.2440 824.0520} {200.3000 828.3640}
200.0	PATH_11_483	VSS	827.576	{199.75 827.326} {200.25 827.826}	shape	PATH_15_351714	M3	n138117	{197.0520 827.7000} {200.6040 827.7560}
200.0	PATH_11_483	VSS	827.576	{199.75 827.326} {200.25 827.826}	shape	PATH_15_466145	M3	ZBUF_315_111	{199.9400 827.3960} {200.4520 827.4520}
200.0	PATH_11_507	VSS	867.704	{199.75 867.454} {200.25 867.954}	shape	PATH_19_92373	M5	ZBUF_27_3334	{183.8280 867.5240} {208.5080 867.5800}
200.0	PATH_11_507	VSS	867.704	{199.75 867.454} {200.25 867.954}	shape	PATH_15_156716	M3	n44250	{199.3320 867.8280} {209.2680 867.8840}
200.0	PATH_11_507	VSS	867.704	{199.75 867.454} {200.25 867.954}	shape	PATH_15_387914	M3	n143220	{198.4200 867.5240} {200.4520 867.5800}
200.0	PATH_11_531	VSS	907.832	{199.75 907.582} {200.25 908.082}	shape	PATH_21_13122	M6	ZBUF_28_1065	{199.9400 903.3960} {199.9960 925.3400}
200.0	PATH_11_531	VSS	907.832	{199.75 907.582} {200.25 908.082}	shape	PATH_15_523957	M3	ZBUF_363_1641	{196.9000 907.6520} {208.2040 907.7080}
200.0	PATH_11_555	VSS	947.96	{199.75 947.71} {200.25 948.21}	shape	PATH_19_80358	M5	ZBUF_194_2529	{189.9080 947.7800} {207.2920 947.8360}
200.0	PATH_11_555	VSS	947.96	{199.75 947.71} {200.25 948.21}	shape	PATH_17_166891	M4	ZBUF_96_2758	{200.2440 932.2760} {200.3000 953.3080}
200.0	PATH_11_555	VSS	947.96	{199.75 947.71} {200.25 948.21}	shape	PATH_15_382745	M3	n141986	{181.0920 948.0840} {203.3400 948.1400}
200.0	PATH_11_555	VSS	947.96	{199.75 947.71} {200.25 948.21}	shape	PATH_15_528164	M3	ZBUF_212_1657	{198.7240 947.7800} {210.6360 947.8360}
200.0	PATH_11_579	VSS	988.088	{199.75 987.838} {200.25 988.338}	shape	PATH_19_29438	M5	n142383	{190.8200 987.9080} {207.9000 987.9640}
200.0	PATH_11_579	VSS	988.088	{199.75 987.838} {200.25 988.338}	shape	PATH_17_67121	M4	n142446	{200.2440 984.2600} {200.3000 990.0920}
200.0	PATH_11_579	VSS	988.088	{199.75 987.838} {200.25 988.338}	shape	PATH_15_348841	M3	n137905	{199.4840 987.9080} {209.8760 987.9640}
200.0	PATH_11_579	VSS	988.088	{199.75 987.838} {200.25 988.338}	shape	PATH_15_531697	M3	ZBUF_104_1725	{182.0040 988.2120} {216.1080 988.2680}
200.0	PATH_11_603	VSS	1028.216	{199.75 1027.966} {200.25 1028.466}	shape	PATH_19_2925	M5	n31649	{198.7240 1028.0360} {199.9960 1028.0920}
200.0	PATH_11_603	VSS	1028.216	{199.75 1027.966} {200.25 1028.466}	shape	PATH_17_8736	M4	n31649	{199.9400 1028.0360} {199.9960 1034.7800}
200.0	PATH_11_603	VSS	1028.216	{199.75 1027.966} {200.25 1028.466}	shape	PATH_15_602897	M3	ZBUF_1748_2927	{197.6600 1028.3400} {200.3000 1028.3960}
200.0	PATH_11_603	VSS	1028.216	{199.75 1027.966} {200.25 1028.466}	shape	PATH_15_602898	M3	ZBUF_1748_2927	{200.2440 1028.3400} {200.3000 1028.7000}
200.0	PATH_11_627	VSS	1068.344	{199.75 1068.094} {200.25 1068.594}	shape	PATH_17_9096	M4	n33585	{199.9400 1062.9960} {199.9960 1081.2920}
200.0	PATH_11_627	VSS	1068.344	{199.75 1068.094} {200.25 1068.594}	shape	PATH_19_25017	M5	n138419	{192.3400 1068.1640} {202.7320 1068.2200}
200.0	PATH_11_627	VSS	1068.344	{199.75 1068.094} {200.25 1068.594}	shape	PATH_17_129728	M4	ZBUF_35_87	{200.2440 1050.5320} {200.3000 1068.5240}
200.0	PATH_11_627	VSS	1068.344	{199.75 1068.094} {200.25 1068.594}	shape	PATH_15_460602	M3	ZBUF_35_87	{200.2440 1068.4680} {203.6440 1068.5240}
200.0	PATH_11_627	VSS	1068.344	{199.75 1068.094} {200.25 1068.594}	shape	PATH_15_582048	M3	ZBUF_929_2749	{199.3320 1068.1640} {200.9080 1068.2200}
200.0	PATH_11_627	VSS	1068.344	{199.75 1068.094} {200.25 1068.594}	via	VIA_S_1467176	VIA34SQ_C	ZBUF_35_87	{200.2170 1068.4410} {200.3270 1068.5510}
